id,case_number,date,iucr,primary_type,fbi_code,fbi_description,address
12620393,JF147224,2022-02-17T15:45:00Z,0486,BATTERY,08B,Simple Battery (index),"038XX W 13TH ST, CHICAGO IL"
11398394,JB373195,2018-07-31T20:55:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"038XX E 106TH ST, CHICAGO IL"
11819108,JC422190,2019-09-06T15:15:00Z,1330,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"077XX S EBERHART AVE, CHICAGO IL"
12223756,JD434334,2020-11-18T01:45:00Z,1822,NARCOTICS,18,Drug Abuse,"037XX W WRIGHTWOOD AVE, CHICAGO IL"
11821827,JC425412,2019-09-09T03:23:00Z,0560,ASSAULT,08A,Simple Assult (index),"001XX E 71ST ST, CHICAGO IL"
11440867,JB428234,2018-09-09T10:29:00Z,0486,BATTERY,08B,Simple Battery (index),"049XX N WINTHROP AVE, CHICAGO IL"
11460212,JB453748,2018-09-28T02:27:00Z,1121,DECEPTIVE PRACTICE,10,Forgery 7 Counterfeiting,"016XX S CLARK ST, CHICAGO IL"
10890030,JA200415,2017-03-13T23:00:00Z,5002,OTHER OFFENSE,26,Misc Non-Index Offense,"024XX W WASHINGTON BLVD, CHICAGO IL"
12250865,JD465918,2020-12-22T06:41:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"0000X N MICHIGAN AVE, CHICAGO IL"
11083916,JA392400,2017-08-15T17:50:00Z,2022,NARCOTICS,18,Drug Abuse,"059XX S CICERO AVE, CHICAGO IL"
11556504,JC104593,2019-01-04T20:58:00Z,4651,OTHER OFFENSE,26,Misc Non-Index Offense,"006XX W 101ST ST, CHICAGO IL"
11999188,JD173687,2020-03-04T18:38:00Z,0820,THEFT,06,Larceny (index),"049XX W DIVISION ST, CHICAGO IL"
10971762,JA295812,2017-06-07T03:00:00Z,0486,BATTERY,08B,Simple Battery (index),"084XX S PARNELL AVE, CHICAGO IL"
12161355,JD362276,2020-09-10T07:55:00Z,1812,NARCOTICS,18,Drug Abuse,"084XX S STONY ISLAND AVE, CHICAGO IL"
11690802,JC267665,2019-05-18T05:00:00Z,0313,ROBBERY,03,Robbery (index),"023XX N MONITOR AVE, CHICAGO IL"
11852939,JC463092,2019-10-07T15:05:00Z,4387,OTHER OFFENSE,26,Misc Non-Index Offense,"066XX S WOOD ST, CHICAGO IL"
10941990,JA260031,2017-05-12T01:37:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"0000X N CICERO AVE, CHICAGO IL"
12728971,JF278575,2022-06-14T01:59:00Z,1811,NARCOTICS,18,Drug Abuse,"013XX N KEDZIE AVE, CHICAGO IL"
12836241,JF406912,2022-09-22T05:00:00Z,0860,THEFT,06,Larceny (index),"005XX W ROOSEVELT RD, CHICAGO IL"
12080388,JD241320,2020-05-24T17:08:00Z,2014,NARCOTICS,18,Drug Abuse,"0000X S SPRINGFIELD AVE, CHICAGO IL"
12374078,JE185218,2021-03-31T16:58:00Z,2024,NARCOTICS,18,Drug Abuse,"069XX S HOYNE AVE, CHICAGO IL"
10913653,JA226920,2017-04-16T15:03:00Z,0460,BATTERY,08B,Simple Battery (index),"056XX W DIVISION ST, CHICAGO IL"
12223888,JD434481,2020-11-18T06:30:00Z,0820,THEFT,06,Larceny (index),"006XX S CENTRAL AVE, CHICAGO IL"
11548589,JB569596,2018-12-27T12:45:00Z,0910,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"029XX W GRAND AVE, CHICAGO IL"
11640149,JC206007,2019-03-31T02:30:00Z,0281,CRIMINAL SEXUAL ASSAULT,02,Criminal Sexual Assualt (index),"036XX W WRIGHTWOOD AVE, CHICAGO IL"
11327583,JB280221,2018-05-27T03:44:00Z,0486,BATTERY,08B,Simple Battery (index),"092XX S MICHIGAN AVE, CHICAGO IL"
11390877,JB363643,2018-07-24T21:29:00Z,3710,INTERFERENCE WITH PUBLIC OFFICER,24,Disorderly Conduct,"016XX W 73RD ST, CHICAGO IL"
12656637,JF190703,2022-03-29T22:32:00Z,051A,ASSAULT,04A,Aggravated Assault (index),"079XX S ASHLAND AVE, CHICAGO IL"
12772590,JF331375,2022-07-25T23:47:00Z,051A,ASSAULT,04A,Aggravated Assault (index),"114XX S HALSTED ST, CHICAGO IL"
11668110,JC239881,2019-04-27T01:57:00Z,1822,NARCOTICS,18,Drug Abuse,"064XX S WHIPPLE ST, CHICAGO IL"
12652363,JF185769,2022-03-25T12:30:00Z,0460,BATTERY,08B,Simple Battery (index),"002XX E 111TH ST, CHICAGO IL"
10959840,JA281350,2017-05-27T18:00:00Z,0860,THEFT,06,Larceny (index),"007XX N MICHIGAN AVE, CHICAGO IL"
11725621,JC310017,2019-06-17T16:56:00Z,0860,THEFT,06,Larceny (index),"035XX N KIMBALL AVE, CHICAGO IL"
11670455,JC242626,2019-04-29T16:35:00Z,2027,NARCOTICS,18,Drug Abuse,"039XX W MADISON ST, CHICAGO IL"
11771185,JC364895,2019-07-26T09:12:00Z,0486,BATTERY,08B,Simple Battery (index),"010XX N DRAKE AVE, CHICAGO IL"
11394746,JB368543,2018-07-28T08:00:00Z,0560,ASSAULT,08A,Simple Assult (index),"079XX S JUSTINE ST, CHICAGO IL"
11152609,JA516115,2017-11-18T04:01:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"051XX S MICHIGAN AVE, CHICAGO IL"
12895114,JF477426,2022-11-17T02:48:00Z,2027,NARCOTICS,18,Drug Abuse,"0000X E HUBBARD ST, CHICAGO IL"
11139599,JA498763,2017-11-04T19:50:00Z,0860,THEFT,06,Larceny (index),"085XX S COTTAGE GROVE AVE, CHICAGO IL"
11654189,JC223404,2019-04-12T12:30:00Z,0910,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"087XX S MANISTEE AVE, CHICAGO IL"
11450727,JB441464,2018-09-19T06:40:00Z,5131,OTHER OFFENSE,26,Misc Non-Index Offense,"035XX W ROOSEVELT RD, CHICAGO IL"
12170644,JD373056,2020-09-20T06:15:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"005XX S FRANKLIN ST, CHICAGO IL"
12762939,JF319744,2022-07-16T18:49:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"082XX S WESTERN AVE, CHICAGO IL"
12764703,JF321894,2022-07-18T17:07:00Z,1350,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"054XX N KENMORE AVE, CHICAGO IL"
11420961,JB327852,2018-06-29T18:57:00Z,2017,NARCOTICS,18,Drug Abuse,"011XX S CALIFORNIA AVE, CHICAGO IL"
12154458,JD354204,2020-09-02T21:15:00Z,0860,THEFT,06,Larceny (index),"040XX N BROADWAY, CHICAGO IL"
11941249,JD103709,2020-01-04T06:09:00Z,0454,BATTERY,08B,Simple Battery (index),"063XX S WINCHESTER AVE, CICERO IL"
11489180,JB492163,2018-10-27T15:50:00Z,0860,THEFT,06,Larceny (index),"023XX W MADISON ST, CHICAGO IL"
11492926,JB497054,2018-10-31T03:13:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"034XX S PULASKI RD, SKOIE IL"
11292931,JB234066,2018-04-23T03:12:00Z,1210,DECEPTIVE PRACTICE,11,Fraud,"014XX W WEBSTER AVE, CHICAGO IL"
11427183,JB410303,2018-08-27T10:05:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"041XX W FIFTH AVE, CHICAGO IL"
11340711,JB297227,2018-06-07T21:50:00Z,051A,ASSAULT,04A,Aggravated Assault (index),"021XX N KEELER AVE, CHICAGO IL"
11922773,JC548111,2019-12-15T22:39:00Z,3731,INTERFERENCE WITH PUBLIC OFFICER,24,Disorderly Conduct,"007XX W 69TH ST, CHICAGO IL"
10910920,JA223426,2017-04-13T19:25:00Z,141A,WEAPONS VIOLATION,15,Weapons Violation,"025XX W LITHUANIAN PLAZA CT, CHICAGO IL"
12714035,JF260528,2022-05-30T04:22:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"019XX W 51ST ST, CHICAGO IL"
12606817,JF130460,2022-02-01T13:00:00Z,0560,ASSAULT,08A,Simple Assult (index),"0000X W TERMINAL ST, CHICAGO IL"
11613424,JC173833,2019-03-05T02:45:00Z,0554,ASSAULT,08A,Simple Assult (index),"116XX S JUSTINE ST, CHICAGO IL"
12152860,JD352274,2020-09-01T03:18:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"082XX S WENTWORTH AVE, CHICAGO IL"
11367033,JB332096,2018-07-02T17:00:00Z,0486,BATTERY,08B,Simple Battery (index),"070XX S SOUTH SHORE DR, CHICAGO IL"
12142797,JD340598,2020-08-21T23:34:00Z,0560,ASSAULT,08A,Simple Assult (index),"001XX N STATE ST, CHICAGO IL"
12428770,JE307725,2021-07-20T16:02:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"070XX S MERRILL AVE, CHICAGO IL"
11511182,JB521169,2018-11-19T05:18:00Z,0486,BATTERY,08B,Simple Battery (index),"055XX W VAN BUREN ST, CHICAGO IL"
11909910,JC532944,2019-12-03T17:19:00Z,2024,NARCOTICS,18,Drug Abuse,"0000X E 56TH ST, CHICAGO IL"
11116522,JA468635,2017-10-12T20:28:00Z,1121,DECEPTIVE PRACTICE,10,Forgery 7 Counterfeiting,"009XX W 71ST ST, CHICAGO IL"
11151336,JA514421,2017-11-16T23:24:00Z,0860,THEFT,06,Larceny (index),"042XX W MADISON ST, CHICAGO IL"
11422359,JB403952,2018-08-22T16:45:00Z,0460,BATTERY,08B,Simple Battery (index),"001XX E OHIO ST, CHICAGO IL"
12632591,JF162147,2022-03-03T21:35:00Z,0820,THEFT,06,Larceny (index),"051XX S LAKE PARK AVE, CHICAGO IL"
10821989,JA122607,2017-01-20T13:57:00Z,0486,BATTERY,08B,Simple Battery (index),"044XX N SHERIDAN RD, CHICAGO IL"
11040442,JA375038,2017-08-03T07:00:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"033XX W WALNUT ST, CHICAGO IL"
11867226,JC480107,2019-10-21T00:38:00Z,0320,ROBBERY,03,Robbery (index),"002XX W GARFIELD BLVD, CHICAGO IL"
11813083,JC415041,2019-08-31T22:02:00Z,2170,NARCOTICS,18,Drug Abuse,"043XX W CERMAK RD, CHICAGO IL"
12535691,JE438824,2021-11-09T05:26:00Z,0860,THEFT,06,Larceny (index),"047XX N SHERIDAN RD, CHICAGO IL"
12862545,JF438553,2022-10-18T01:43:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"044XX W 16TH ST, CHICAGO IL"
12000768,JD175608,2020-03-06T04:21:00Z,1822,NARCOTICS,18,Drug Abuse,"067XX W DIVERSEY AVE, CHICAGO IL"
12248356,JD462985,2020-12-19T01:58:00Z,0331,ROBBERY,03,Robbery (index),"016XX S MICHIGAN AVE, CHICAGO IL"
12105026,JD296362,2020-07-11T22:00:00Z,0497,BATTERY,04B,Aggravated Battery (index),"050XX W ADAMS ST, CHICAGO IL"
12126527,JD321527,2020-08-05T16:36:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"075XX N ROGERS AVE, CHICAGO IL"
10996361,JA323636,2017-06-26T21:52:00Z,0860,THEFT,06,Larceny (index),"062XX N LINCOLN AVE, CHICAGO IL"
11278450,JB214963,2018-04-07T18:00:00Z,0460,BATTERY,08B,Simple Battery (index),"070XX S STATE ST, CHICAGO IL"
11017889,JA348047,2017-07-14T21:11:00Z,051A,ASSAULT,04A,Aggravated Assault (index),"104XX S VERNON AVE, CHICAGO IL"
11732149,JC317764,2019-06-23T03:37:00Z,051A,ASSAULT,04A,Aggravated Assault (index),"111XX S MICHIGAN AVE, CHICAGO IL"
12695102,JF237553,2022-05-11T01:44:00Z,1460,WEAPONS VIOLATION,15,Weapons Violation,"030XX W DIVISION ST, CHICAGO IL"
11367257,JB332641,2018-07-03T00:45:00Z,0460,BATTERY,08B,Simple Battery (index),"072XX S EAST END AVE, CHICAGO IL"
11852623,JC462692,2019-10-07T03:23:00Z,2022,NARCOTICS,18,Drug Abuse,"081XX S STONY ISLAND AVE, CHICAGO IL"
11227976,JB148148,2018-02-11T17:20:00Z,0860,THEFT,06,Larceny (index),"117XX S MARSHFIELD AVE, CHICAGO IL"
11099796,JA446889,2017-09-26T04:50:00Z,0486,BATTERY,08B,Simple Battery (index),"077XX S EVANS AVE, CICERO IL"
10881683,JA190950,2017-03-18T02:35:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"124XX S NORMAL AVE, CHICAGO IL"
11309968,JB256591,2018-05-09T18:51:00Z,0460,BATTERY,08B,Simple Battery (index),"060XX S CARPENTER ST, CHICAGO IL"
12205860,JD413845,2020-10-29T00:55:00Z,0460,BATTERY,08B,Simple Battery (index),"075XX S PRAIRIE AVE, CHICAGO IL"
11456291,JB448613,2018-09-24T15:30:00Z,0560,ASSAULT,08A,Simple Assult (index),"015XX W 78TH ST, CICERO IL"
11582894,JC136767,2019-02-01T20:17:00Z,1822,NARCOTICS,18,Drug Abuse,"015XX S LAWNDALE AVE, CHICAGO IL"
11536513,JB554884,2018-12-16T00:23:00Z,502P,OTHER OFFENSE,26,Misc Non-Index Offense,"095XX S MICHIGAN AVE, CHICAGO IL"
11818006,JC409539,2019-08-27T20:34:00Z,1821,NARCOTICS,18,Drug Abuse,"101XX S YATES AVE, CHICAGO IL"
11747660,JC336670,2019-07-06T03:49:00Z,0460,BATTERY,08B,Simple Battery (index),"030XX W FRANKLIN BLVD, CHICAGO IL"
12307036,JE159041,2021-03-04T19:20:00Z,0860,THEFT,06,Larceny (index),"001XX N STATE ST, CICERO IL"
11460553,JB454286,2018-09-28T15:55:00Z,2014,NARCOTICS,18,Drug Abuse,"008XX N TRUMBULL AVE, CHICAGO IL"
11171625,JA540879,2017-12-08T04:56:00Z,1330,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"024XX W DEVON AVE, CHICAGO IL"
11758047,JC349133,2019-07-15T04:50:00Z,0326,ROBBERY,03,Robbery (index),"015XX S PRAIRIE AVE, ELMHURST IL"
11361614,JB324958,2018-06-27T19:15:00Z,1350,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"051XX S WENTWORTH AVE, CHICAGO IL"
12634808,JF164889,2022-03-06T13:20:00Z,0910,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"074XX S HARVARD AVE, CHICAGO IL"
12047989,JD229322,2020-05-11T06:25:00Z,2022,NARCOTICS,18,Drug Abuse,"051XX W MEDILL AVE, CHICAGO IL"
11857278,JC468312,2019-10-11T13:24:00Z,0860,THEFT,06,Larceny (index),"017XX W HOWARD ST, CHICAGO IL"
10997495,JA324523,2017-06-27T15:40:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"038XX W JACKSON BLVD, CHICAGO IL"
11423987,JB406194,2018-08-24T04:39:00Z,2025,NARCOTICS,18,Drug Abuse,"027XX S KEDZIE AVE, CHICAGO IL"
12271351,JE114940,2021-01-17T03:15:00Z,0486,BATTERY,08B,Simple Battery (index),"093XX S PAXTON AVE, CHICAGO IL"
11993782,JD167088,2020-02-27T23:40:00Z,0860,THEFT,06,Larceny (index),"011XX S CANAL ST, CHICAGO IL"
11463071,JB456580,2018-09-30T10:38:00Z,0650,BURGLARY,05,Burglary (index),"041XX W 21ST ST, CHICAGO IL"
11575824,JC127840,2019-01-24T16:45:00Z,1822,NARCOTICS,18,Drug Abuse,"003XX S KILBOURN AVE, CHICAGO IL"
11757099,JC348105,2019-07-14T12:00:00Z,1320,CRIMINAL DAMAGE,14,Vandalism,"051XX W MELROSE ST, CHICAGO IL"
11667252,JC238856,2019-04-26T13:32:00Z,5011,OTHER OFFENSE,26,Misc Non-Index Offense,"070XX S CLYDE AVE, CHICAGO IL"
11660633,JC231007,2019-04-20T05:21:00Z,0460,BATTERY,08B,Simple Battery (index),"005XX W OAKDALE AVE, CHICAGO IL"
12056312,JD238894,2020-05-22T00:35:00Z,2031,NARCOTICS,18,Drug Abuse,"009XX W 79TH ST, CHICAGO IL"
12532163,JE434457,2021-11-05T08:45:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"074XX S MAY ST, CHICAGO IL"
12374443,JE240894,2021-05-24T15:54:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"123XX S UNION AVE, CHICAGO IL"
11261094,JB192299,2018-03-20T00:29:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"005XX N LOCKWOOD AVE, SKOIE IL"
12528152,JE429608,2021-11-01T05:16:00Z,0454,BATTERY,08B,Simple Battery (index),"004XX N LA SALLE DR, CHICAGO IL"
11331954,JB285882,2018-05-31T01:12:00Z,2092,NARCOTICS,18,Drug Abuse,"036XX W DIVISION ST, CHICAGO IL"
12440133,JE321987,2021-08-01T14:55:00Z,0486,BATTERY,08B,Simple Battery (index),"085XX S VINCENNES AVE, CHICAGO IL"
11659904,JC229987,2019-04-19T13:28:00Z,0530,ASSAULT,04A,Aggravated Assault (index),"018XX W 87TH ST, CHICAGO IL"
11628588,JC192224,2019-03-20T03:10:00Z,4387,OTHER OFFENSE,26,Misc Non-Index Offense,"034XX N LAWNDALE AVE, CHICAGO IL"
11772187,JC366240,2019-07-27T04:10:00Z,2021,NARCOTICS,18,Drug Abuse,"009XX N CAMBRIDGE AVE, CHICAGO IL"
12714630,JF261276,2022-05-30T21:17:00Z,5111,OTHER OFFENSE,26,Misc Non-Index Offense,"070XX S HALSTED ST, CHICAGO IL"
12164850,JD366218,2020-09-13T23:43:00Z,0484,BATTERY,08B,Simple Battery (index),"001XX W LAKE ST, CHICAGO IL"
11513103,JB523713,2018-11-21T06:01:00Z,0486,BATTERY,08B,Simple Battery (index),"055XX W WASHINGTON BLVD, CHICAGO IL"
11886072,JC503397,2019-11-08T21:43:00Z,2014,NARCOTICS,18,Drug Abuse,"091XX S BLACKSTONE AVE, CHICAGO IL"
12071749,JD256889,2020-06-07T22:50:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"004XX S PULASKI RD, CHICAGO IL"
11748971,JC338188,2019-07-07T08:41:00Z,1477,WEAPONS VIOLATION,15,Weapons Violation,"028XX N ALBANY AVE, CHICAGO IL"
11069998,JA409371,2017-08-28T17:25:00Z,0860,THEFT,06,Larceny (index),"001XX N STATE ST, ELMHURST IL"
12683986,JF223744,2022-04-29T05:44:00Z,0486,BATTERY,08B,Simple Battery (index),"048XX N FAIRFIELD AVE, CHICAGO IL"
11968198,JD135537,2020-02-01T00:32:00Z,051A,ASSAULT,04A,Aggravated Assault (index),"061XX N HOYNE AVE, CHICAGO IL"
11066908,JA405511,2017-08-25T15:30:00Z,0460,BATTERY,08B,Simple Battery (index),"079XX S EAST END AVE, CHICAGO IL"
11010377,JA339637,2017-07-08T17:53:00Z,0910,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"095XX S STONY ISLAND AVE, CHICAGO IL"
11656126,JC225879,2019-04-16T00:07:00Z,2024,NARCOTICS,18,Drug Abuse,"050XX S ADA ST, CHICAGO IL"
11962604,JD129208,2020-01-26T17:33:00Z,1330,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"050XX N PULASKI RD, ELMHURST IL"
12864784,JF441153,2022-10-20T01:14:00Z,2027,NARCOTICS,18,Drug Abuse,"0000X E ILLINOIS ST, CHICAGO IL"
12025913,JD204357,2020-04-08T02:47:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"047XX S WESTERN AVE, CHICAGO IL"
11241586,JB166625,2018-02-27T02:00:00Z,1330,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"003XX S MAPLEWOOD AVE, CHICAGO IL"
11156850,JA521907,2017-11-22T22:35:00Z,5130,OTHER OFFENSE,26,Misc Non-Index Offense,"071XX S VERNON AVE, CHICAGO IL"
12405646,JE279788,2021-06-26T07:43:00Z,0420,BATTERY,04B,Aggravated Battery (index),"010XX N SPAULDING AVE, CHICAGO IL"
11521657,JB535026,2018-11-30T22:15:00Z,1210,DECEPTIVE PRACTICE,11,Fraud,"040XX W LAKE ST, SKOIE IL"
11723930,JC307971,2019-06-15T22:42:00Z,502R,OTHER OFFENSE,26,Misc Non-Index Offense,"009XX W 127TH ST, CHICAGO IL"
12327451,JE183746,2021-03-30T03:28:00Z,0554,ASSAULT,08A,Simple Assult (index),"043XX N MOBILE AVE, CHICAGO IL"
11542020,JB561696,2018-12-21T01:35:00Z,0486,BATTERY,08B,Simple Battery (index),"016XX N KEYSTONE AVE, CHICAGO IL"
11194773,JB103696,2018-01-04T09:21:00Z,0530,ASSAULT,04A,Aggravated Assault (index),"079XX S GREEN ST, CHICAGO IL"
11645022,JC212031,2019-04-04T22:43:00Z,0320,ROBBERY,03,Robbery (index),"005XX E 109TH ST, CICERO IL"
12005969,JD181836,2020-03-11T16:10:00Z,0860,THEFT,06,Larceny (index),"038XX S DR MARTIN LUTHER KING JR DR, CHICAGO IL"
11192905,JB100874,2018-01-01T22:54:00Z,4387,OTHER OFFENSE,26,Misc Non-Index Offense,"052XX W GLADYS AVE, CHICAGO IL"
12050946,JD231003,2020-05-13T08:56:00Z,0930,MOTOR VEHICLE THEFT,07,Motor Vehicle Theft (index),"067XX S KEDZIE AVE, CHICAGO IL"
11671667,JC244225,2019-04-30T18:30:00Z,0460,BATTERY,08B,Simple Battery (index),"061XX S DREXEL AVE, CHICAGO IL"
11783425,JC379561,2019-08-05T18:08:00Z,2092,NARCOTICS,18,Drug Abuse,"034XX W CHICAGO AVE, CHICAGO IL"
12332204,JE189693,2021-04-05T05:10:00Z,0496,BATTERY,04B,Aggravated Battery (index),"0000X S MASON AVE, CHICAGO IL"
11455973,JB448301,2018-09-24T06:20:00Z,0554,ASSAULT,08A,Simple Assult (index),"033XX W OGDEN AVE, CHICAGO IL"
12536038,JE439063,2021-11-09T14:37:00Z,0430,BATTERY,04B,Aggravated Battery (index),"001XX W LAKE ST, SKOIE IL"
11996400,JD170491,2020-03-01T21:42:00Z,502R,OTHER OFFENSE,26,Misc Non-Index Offense,"069XX S DORCHESTER AVE, CHICAGO IL"
12090502,JD278810,2020-06-28T12:47:00Z,0557,ASSAULT,04A,Aggravated Assault (index),"013XX S CANAL ST, CHICAGO IL"
11410282,JB387425,2018-08-10T17:27:00Z,1330,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"0000X N HOMAN BLVD, CHICAGO IL"
11759785,JC316940,2019-06-22T15:27:00Z,2017,NARCOTICS,18,Drug Abuse,"088XX S BURLEY AVE, CHICAGO IL"
11470612,JB467688,2018-10-08T23:12:00Z,1350,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"055XX W GRAND AVE, CHICAGO IL"
11588306,JC143267,2019-02-07T13:48:00Z,1345,CRIMINAL DAMAGE,14,Vandalism,"027XX W 37TH PL, CHICAGO IL"
11712635,JC294044,2019-06-06T03:30:00Z,0460,BATTERY,08B,Simple Battery (index),"019XX S BLUE ISLAND AVE, CHICAGO IL"
11405198,JB381920,2018-08-06T20:36:00Z,0460,BATTERY,08B,Simple Battery (index),"131XX S LANGLEY AVE, CHICAGO IL"
11573391,JC124887,2019-01-22T01:37:00Z,502R,OTHER OFFENSE,26,Misc Non-Index Offense,"006XX E 79TH ST, CHICAGO IL"
12078100,JD264205,2020-06-15T01:10:00Z,0530,ASSAULT,04A,Aggravated Assault (index),"020XX W COULTER ST, CHICAGO IL"
11548256,JB569058,2018-12-27T20:04:00Z,0860,THEFT,06,Larceny (index),"013XX E 53RD ST, CHICAGO IL"
11250218,JB136871,2018-01-31T23:10:26Z,2027,NARCOTICS,18,Drug Abuse,"070XX S ROCKWELL ST, CHICAGO IL"
12661130,JF196380,2022-04-04T06:06:00Z,0460,BATTERY,08B,Simple Battery (index),"086XX S INGLESIDE AVE, CHICAGO IL"
12046450,JD227422,2020-05-08T20:25:00Z,0486,BATTERY,08B,Simple Battery (index),"010XX W 14TH PL, CHICAGO IL"
12239980,JD453075,2020-12-08T17:32:00Z,2024,NARCOTICS,18,Drug Abuse,"029XX W HARRISON ST, CHICAGO IL"
11954907,JD119787,2020-01-18T03:17:00Z,0470,PUBLIC PEACE VIOLATION,24,Disorderly Conduct,"012XX W 71ST ST, CHICAGO IL"
11028136,JA359962,2017-07-23T16:50:00Z,2026,NARCOTICS,18,Drug Abuse,"015XX S KEDZIE AVE, CHICAGO IL"
11349352,JB308960,2018-06-16T07:37:00Z,0265,CRIM SEXUAL ASSAULT,02,Criminal Sexual Assualt (index),"062XX N CALIFORNIA AVE, CHICAGO IL"
12859591,JF435015,2022-10-15T05:36:00Z,0520,ASSAULT,04A,Aggravated Assault (index),"036XX S ARCHER AVE, ELMHURST IL"
11248568,JB175848,2018-03-06T21:20:00Z,1305,CRIMINAL DAMAGE,14,Vandalism,"039XX S ASHLAND AVE, CHICAGO IL"
11466487,JB462149,2018-10-04T15:58:00Z,0486,BATTERY,08B,Simple Battery (index),"067XX N ASHLAND AVE, CHICAGO IL"
12400329,JE273207,2021-06-20T19:12:00Z,0560,ASSAULT,08A,Simple Assult (index),"009XX N MICHIGAN AVE, CHICAGO IL"
12434014,JE228057,2021-05-12T22:06:00Z,2017,NARCOTICS,18,Drug Abuse,"011XX N HARDING AVE, CHICAGO IL"
11128195,JA483840,2017-10-24T16:19:00Z,502R,OTHER OFFENSE,26,Misc Non-Index Offense,"087XX S COMMERCIAL AVE, CHICAGO IL"
11823510,JC427564,2019-09-10T18:25:00Z,1330,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"093XX S HALSTED ST, CHICAGO IL"
10884459,JA194224,2017-03-20T23:16:00Z,0460,BATTERY,08B,Simple Battery (index),"081XX S PAULINA ST, CHICAGO IL"
10884048,JA193822,2017-03-20T19:02:00Z,2022,NARCOTICS,18,Drug Abuse,"082XX S COTTAGE GROVE AVE, CHICAGO IL"
11220730,JB138138,2018-02-02T04:48:00Z,0486,BATTERY,08B,Simple Battery (index),"036XX W DICKENS AVE, CHICAGO IL"
11121320,JA474796,2017-10-17T20:20:00Z,1365,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"101XX S VAN VLISSINGEN RD, CHICAGO IL"
11300062,JB243605,2018-04-30T15:14:00Z,1360,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"012XX N LOCKWOOD AVE, CHICAGO IL"
11463188,JB457716,2018-10-01T12:00:00Z,1330,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"0000X E ELM ST, CHICAGO IL"
11297846,JB240665,2018-04-28T00:32:00Z,1330,CRIMINAL TRESPASS,26,Misc Non-Index Offense,"030XX W MADISON ST, CICERO IL"
11279695,JB216546,2018-04-09T04:45:00Z,0560,ASSAULT,08A,Simple Assult (index),"037XX S WINCHESTER AVE, CHICAGO IL"
11804141,JC404169,2019-08-23T18:45:00Z,1121,DECEPTIVE PRACTICE,10,Forgery 7 Counterfeiting,"009XX W 76TH ST, CHICAGO IL"
10875447,JA183957,2017-03-12T03:35:00Z,5111,OTHER OFFENSE,26,Misc Non-Index Offense,"030XX E 87TH ST, CHICAGO IL"
11371592,JB338474,2018-07-06T23:30:00Z,2014,NARCOTICS,18,Drug Abuse,"008XX N AVERS AVE, CHICAGO IL"
12545059,JE449995,2021-11-19T11:15:00Z,143A,WEAPONS VIOLATION,15,Weapons Violation,"010XX W 70TH ST, CHICAGO IL"
24039,JB340227,2018-07-08T13:04:00Z,0110,HOMICIDE,01A,Homicide (index),"110XX S STATE ST, CHICAGO IL"
11350674,JB310884,2018-06-17T19:48:00Z,2024,NARCOTICS,18,Drug Abuse,"054XX W WALTON ST, CHICAGO IL"
12806508,JF371448,2022-08-26T21:18:00Z,0460,BATTERY,08B,Simple Battery (index),"046XX S ELLIS AVE, CHICAGO IL"
11293078,JB234218,2018-04-23T09:49:00Z,1310,CRIMINAL DAMAGE,14,Vandalism,"045XX N CENTRAL PARK AVE, CHICAGO IL"
